recipe_id,title,ingredients,reference,prediction,method
485,Eggnog Ladyfinger Dessert,"2 packages (3 ounces each) ladyfingers, split 1 pint raspberry or cranberry sorbet 3 cups eggnog 1 cup evaporated milk 1/2 cup sour cream 2 packages (3.4 ounces each) instant vanilla pudding mix Fresh raspberries or cranberries and fresh mint leaves","Arrange 24 ladyfingers around the edge of an ungreased 9-in. springform pan; arrange 16 ladyfingers over the bottom (save remaining ladyfingers for another use). Spoon sorbet over ladyfingers; cover and freeze for 30 minutes. In a large bowl, beat the eggnog, evaporated milk, sour cream and pudding mix until thickened, about 2 minutes. Spoon over sorbet. Cover and freeze for 8 hours or overnight. Remove from the freezer 5-10 minutes before slicing. Garnish with raspberries and mint.","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch baking dish. In a large bowl, whisk together the egg nog, sorbet, and egg mixture. Stir in the sour cream, milk, and sour cream. Pour into the prepared dish. Bake for 20 minutes or until a toothpick inserted in the center comes out clean. Cool on a wire rack.",finetuned_beam
486,"""No Fail"" Pie Crust",1 egg 1 tsp. vinegar 1/2 c. water 1 tsp. salt 1 c. shortening 3 c. flour,"Slightly beat egg and add the vinegar, water and salt. Mix in shortening and add flour. Roll out on floured table.","Mix egg, vinegar, water, salt and shortening. Add flour and mix well. Bake at 350° for 30 minutes.",finetuned_beam
487,Chocolate-Banana Cake,2 cups flour 1/2 cup cocoa 1 cup sugar 2 teaspoons baking powder 2 eggs 1 cup boiling water 1 teaspoon vanilla sugar 2 bananas,"Preheat the oven to 350°F. Grease 2 bread loaf tins (holding about 6 cups each). Put the dry ingredients in the food processor. Add eggs, water, and bananas. Process for about 15 seconds making sure all is well mixed. Pour the mixture in the 2 loaf pans and bake for 30 minutes. When done, an inserted skewer should come out clean. If you don't have a food processor: Mash the bananas. Put the bananas and the rest of the ingredients in a bowl and stir until blended. Proceed as above.","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9 x 13-inch pan. In a large bowl, combine flour, cocoa, sugar, baking powder, eggs, boiling water, vanilla sugar and bananas. Mix well. Pour batter into prepared pan. Bake in preheated oven for 1 hour or until a toothpick inserted in the center comes out clean.",finetuned_beam
488,Basil Chicken Merlot With Wild Mushrooms,"3 tablespoons extra virgin olive oil, divided 3 lbs roasting chickens, cut into individual pieces, skinned 1 12 cups cremini mushrooms, cleaned and thickly sliced 1 medium yellow onion, diced 2 garlic cloves, minced 1 cup chicken broth 6 ounces tomato paste 13 cup merlot or 13 cup dry red wine 1 teaspoon ground oregano 2 teaspoons sugar 14 teaspoon salt 14 teaspoon fresh ground pepper 2 tablespoons fresh basil, minced 3 cups cooked ziti pasta, drained romano cheese (to garnish)","In a large skillet on stovetop set to medium-high heat, heat oil. Once the oil is hot, brown one-half of the chicken pieces on each side about 3 to 5 minutes, turning once. Remove chicken with a slotted spoon and repeat with the remaining chicken. Set all of the browned chicken aside. Heat the remaining oil in the skillet and add the mushrooms, onion and garlic. Saute these vegetables for 7-8 minutes or until the onions are soft. Place the stoneware on the slow cooker heating base and add the vegetables. Arrange the chicken pieces on top of the vegetables. In a medium mixing bowl, combine the broth, tomato paste, wine, oregano, sugar, salt and pepper. Pour the sauce over the chicken. Cover and cook on High for 3 to 4 hours or on Low for 7 to 9 hours. Stir in the fresh basil. Spoon the pasta into a deep, large serving bowl or platter. Ladle the chicken and mushrooms over the pasta and spoon the extra sauce over all. Garnish with the Romano cheese.","Heat the oil in a large nonstick skillet over medium-high heat. Add the chicken pieces and saute until golden brown, about 5 minutes. Remove from the heat and stir in the mushrooms, onion, garlic, broth, tomato paste, oreganos, sugar, salt, pepper, and basil. Bring to a boil. Reduce the heat to medium-low, cover, and simmer, uncovered, for 30 minutes or until the chicken is tender, stirring occasionally, about 10 minutes. Transfer the chicken to a serving platter and garnish with the ziti.",finetuned_beam
489,Local Clams With Herb Butter,"1 cup unsalted butter, softened 1 1/2 teaspoons whole coriander seeds, toasted and crushed, or 1 teaspoon ground coriander 2 red jalapeno chiles, seeded and diced 2 garlic cloves, minced 1/4 cup lime zest 1/3 cup fresh lime juice 1/2 cup chopped fresh cilantro 1/2 cup chopped fresh parsley 1/3 cup sliced green onions 24 clams in shells, scrubbed 1 1/4 cups water, divided 1 baguette, sliced 1 lime, sliced Garnishes: chopped fresh cilantro, green onions","Combine butter and next 8 ingredients in a large bowl; chill until ready to use. Combine clams and 3/4 cup water in a large nonstick skillet over medium-high heat. Bring to a boil, cover, and simmer 5 minutes or until clams open. Discard clams that remain closed. Drain; return clams to pan. Add butter mixture and remaining 1/2 cup water to pan. Cook over medium-high heat 2 minutes or until butter melts. Grill bread and lime slices 1 to 2 minutes on each side. Arrange bread on platter, top with clams and butter sauce, and serve with grilled lime slices. Garnish, if desired. Serve immediately.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, whisk together butter, corianders, and garlic. In a small bowl, stir together lime juice, zest, and cilantro. Add clams to butter mixture and mix well. Pour into a greased and floured 13x9x2-in. baking dish. Bake in the preheated oven for 20-25 minutes or until a toothpick inserted in the center comes out clean. Cool completely on a wire rack.",finetuned_beam
490,Cucumber-Red Pepper Raita,"1 large cucumber, seeded and diced (about 1 1/2 cups) 1/2 cup diced red bell pepper 1/2 cup plain yogurt 2 tablespoons chopped cilantro 1/2 teaspoon distilled white vinegar 1/4 teaspoon ground cumin 1 clove garlic, crushed 1/8 teaspoon salt",Mix all ingredients in a medium sized bowl. Cover and chill until ready to serve.,"In a large bowl, combine the cucumbers, red pepper, yogurt, cilantro, vinegar, salt, garlic, cumin, and cumin. Cover and refrigerate for at least 1 hour or overnight.",finetuned_beam
491,Lentils With Ham and Rosemary,"2 medium yellow onions, chopped 2 cups diced cooked ham 1 cup diced carrots or 1 cup parsnip 1 cup chopped celery 2 garlic cloves, minced 34 teaspoon dried rosemary, crushed 34 teaspoon rubbed sage 14 teaspoon pepper 1 bay leaf 1 lb dried brown lentils, picked over and rinsed 1 (14 1/2 ounce) can beef broth 5 cups water (or as needed to cover everything by 3 inches) chopped fresh flat-leaf parsley","Combine the first 12 ingredients in a slow cooker; cover and cook on HIGH for 2 1/2 to 3 hours until lentils are tender; season to taste with salt, if needed. Add boiling water if you want soupier lentils. Discard bay leaf; garnish with parsley and serve.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine the onions, ham, carrots, celery, garlic, rosemary and sage. Season with salt and pepper. In a small bowl, whisk together the broth, water, lentils and bay leaf. Add the lentils to the onion mixture and mix well. Pour into a greased and floured 13x9x2-in. baking dish. Bake in the preheated oven until lentils are tender, about 20 minutes. Serve warm or at room temperature.",finetuned_beam
492,Sweet And Sour Spareribs,"3 to 4 lb. spareribs salt and pepper 1 c. chicken bouillon 1/4 c. brown sugar 1/4 c. vinegar 1 Tbsp. soy sauce 1 small onion, thinly sliced 2 Tbsp. cornstarch 1 (11 oz.) can mandarin oranges, drained 1 medium green pepper, cut into chunks",Cut spareribs into serving size pieces. Sprinkle with salt and pepper. Place on rack in shallow baking pan. Roast in 400° oven for 15 minutes. Turn and brown other side. Drain fat and put ribs in slow cooker. Combine bouillon with brown sugar and soy sauce. Pour over ribs. Cover and cook on low for 6 to 8 hours. Turn control to high. Add onion and dissolve cornstarch in small amount of cold water. Stir into pot. Cover and cook on high another 10 to 15 minutes or until slightly thickened. Stir in oranges and green pepper; cover and cook 5 minutes. Serve over cooked rice or crisp Chinese noodles.,"Combine bouillon, brown sugar, vinegar, soy sauce, onion and green pepper in a large saucepan. Bring to a boil. Reduce heat and simmer, uncovered, for 30 minutes. Remove from heat and stir in oranges.",finetuned_beam
493,Rhubarb Raisin Crisp,"5 cups sliced fresh or frozen rhubarb 2 tablespoons plus 1/2 cup all-purpose flour, divided 1/2 cup raisins 3/4 cup sugar 1 teaspoon ground cinnamon 1/4 teaspoon salt 3/4 cup packed brown sugar 1/3 cup quick-cooking oats 1/3 cup cold butter Vanilla ice cream, optional","In a large bowl, combine rhubarb and 2 tablespoons flour; transfer to a greased 8-in. square baking dish. Sprinkle with raisins. Combine the sugar, cinnamon and salt; sprinkle over raisins. Combine the brown sugar, oats and remaining flour; cut in butter until crumbly. Sprinkle over top. Bake at 375° for 40-45 minutes or until topping is golden brown. Serve warm with ice cream if desired.","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch baking dish. In a large bowl, combine rhubar, flour, raisin, sugar, cinnamon, salt, and brown sugar. In another bowl, whisk together oats, butter, and vanilla until well blended. Pour into prepared dish. Bake in preheated oven for 30 minutes or until a toothpick inserted in the center comes out clean. Cool completely on a wire rack.",finetuned_beam
494,Vegetable-Bean Stew With Couscous,"1/3 c. olive oil or salad oil 2 1/2 tsp. ground red pepper (cayenne) 1 1/2 tsp. ground cumin 1 clove garlic, minced or pressed 1/4 tsp. salt","In a small pan, combine olive oil or salad oil, ground red pepper (cayenne), ground cumin, garlic and salt. Cook over medium-low heat, stirring, until ingredients are well blended (5 minutes). Serve warm or at room temperature. Makes about 1/2 cup.","Heat oil in a large skillet over medium-high heat. Add pepper and cook, stirring occasionally, until fragrant, about 5 minutes. Stir in garlic and salt. Season with salt and pepper.",finetuned_beam
495,Salsa,"1 large can (28 oz.) whole or diced tomatoes 1 bunch green onions, chopped (use some of tops) 2 Tbsp. oregano 1 tsp. Worcestershire sauce 1/2 Tbsp. garlic powder or several garlic cloves 1 tsp. vinegar 1 can (4 oz.) chopped green chilies 1 to 2 jalapeno peppers, chopped (optional) *","If using whole tomatoes, pour	tomatoes into	a large mixing bowl. Crush them	or use the blender. Add remaining ingredients and serve with tortilla chips.	Making this ahead, will give the best flavor.","In a large skillet, saute the tomatoes, onions and oreganos until tender. Add the vinegar, garlic powder and vinegar. Bring to a boil. Reduce heat and simmer, covered, until the tomatoes are tender, about 30 minutes. Remove from heat and stir in the chilies and peppers. Serve immediately.",finetuned_beam
496,"Ginger Suckers/Lollie Pops (Morning Sickness, Motion Sickness, C","2 cups granulated sugar 23 cup white corn syrup 1 cup water 12 teaspoon cream of tartar 1 tablespoon ginger powder (~12 grams) food coloring, if desired","Prepare candy molds per manufacturer's directions. CAUTION: It's really easy to burn yourself on hot candy. Be careful! Over medium heat: Stir together sugar, corn syrup and water in a sauce pan until sugar crystals dissolve. As soon as candy starts to boil, STOP STIRRING. Bring to a boil and cook to the hardball stage (300*). Check candy by dipping a spoon in the molton candy and drip into a glass of cold water. Reach in the water and check the candy strand. Candy is done when the test strand comes out brittle. Let candy stand until it stops bubbling. Very quickly add in ginger powder and food coloring and stir just until mixed. Pour into molds and let set up. Number of servings will depend on your mold. Coat suckers with a little powdered sugar and individually wrap with plastic. Suck on the sucker until nausea subsides.","Combine sugar, corn syrup, water, and ginger powder in a large saucepan. Bring to a boil over medium heat, stirring constantly, until sugar dissolves. Remove from heat and stir in food coloring. Reduce heat to low and simmer, stirring occasionally, until thickened, about 20 minutes. Stir in ginger powder. Serve immediately.",finetuned_beam
497,Hot German Potato Salad With Kielbasa,6 to 8 medium potatoes 3/4 c. chopped onion 2 Tbsp. flour 2 Tbsp. sugar 2 tsp. salt 1/2 tsp. celery seed dash of pepper 3/4 c. water 1/3 c. vinegar 1 to 1 1/2 lb. kielbasa 2 Tbsp. margarine,"Boil thinly sliced potatoes until tender. In skillet, brown onions in margarine until golden. Blend in flour, sugar, salt, celery seed and pepper, cooking over low heat until bubbly. Remove from heat, stirring in water and vinegar. Return to heat until boiling and stir for one minute. Mix in drained potatoes, coating well. Pour into a large, shallow casserole, topping with diagonal, 2-inch chunks of kielbasa. Heat in oven for 20 to 30 minutes. Serve.","Cook potatoes in boiling salted water until tender. Drain well. Add onion, flour, sugar, salt, celery, pepper, vinegar and water. Bring to a boil. Reduce heat and simmer until potatoes are tender, about 30 minutes.",finetuned_beam
