title,ingredients,directions
The Ultimate Candy Cookies Recipe,1 cup softened butter or 1 cup margarine 12 cup granulated sugar 1 12 cups packed brown sugar 2 eggs 1 tablespoon milk 2 12 teaspoons vanilla extract 2 12 cups all-purpose flour 34 teaspoon salt 1 teaspoon baking powder 1 teaspoon baking soda 2 cups M&M's plain chocolate candy,"Preheat oven to 350 degrees. In a large mixing bowl, cream together the butter, sugars, eggs, vanilla, and milk. In another bowl, mix together the flour, salt, baking powder and baking soda. Combine the wet and dry ingredients. Stir in the m& m candies. Place golf ball-sized dough portions 2 inches apart on an ungreased cookie sheet."
Yummy Chocolate Biscuits,"2 cups flour 2 teaspoons baking powder 1 cup sugar 1 tablespoon cocoa powder 2 eggs, beaten 12 cup ghee grated coconut, to garnish","Mix all the ingredients lightly in a bowl. Cover the bowl and refrigerate it for 30 minutes. Once the time is up, remove dough from the refrigerator. Roll into small balls. Lightly press each ball. Preheat oven and bake the chocolate round balls (biscuits) for 15 minutes. Just before serving, garnish each biscuit with a little grated coconut."
Spiced Pomegranate Wassal,"1 cinnamon stick 5 whole cloves 5 ginger, slices 2 (16 ounce) bottles pomegranate juice 4 cups white grape juice 1/2 cup pineapple juice 1 cup pineapple chunk",cook the first three ingridients in a dutch oven about five minutes. just until cinnamon is fragrant. gradually stir in juices. bring to a boil over medium high heat. reduce and simmer 15 minutes. Pour mixture through a strainer into a pitcher. serve warm and garnish with pineapple chunks.
Quick Spaghetti,celery green pepper onion 1 lb. hamburger,"Saute celery, pepper and onions. Saute hamburger also. Cook spaghetti until tender. Drain. Add spaghetti to sauteed vegetables and spaghetti with hamburger."
Fern'S Mistletoe Salad,"1 can white corn 1 can baby Le Sueur peas 1 can French-style green beans 2 oz. chopped pimento 1 medium onion, chopped 1 c. celery, chopped 1/2 c. sugar (or use Equal) 1/2 c. Wesson vegetable oil 1 tsp. salt 3/4 c. vinegar",Drain and mix. Should stand overnight. The longer it sits the better it is.
Spaghetti Bolognese,"1/4 cup olive oil 1/2 cup minced onions 1 lb chuck, ground 2 minced cloves garlic 2-3 oz cans of chopped mushrooms, undrained 1/4 cup chopped parsley 8 oz can tomato sauce 26 oz canned tomatoes 1/2 tsp salt 1/2 tsp pepper 1/4 tsp sugar tiny bit of basil or thyme 1 cup red wine","Simmer onions in oil. Add meat and garlic. Cook, stirring until meat loses its red colour. Add all remaining ingredients except wine and simmer for one hour. Add wine and simmer covered for one more hour before serving. Freeze leftovers or eat within 3 days."
Banana Apple Bread,3 cups Flour 4 teaspoons Baking Powder 2 teaspoons Cinnamon 1/2 teaspoons Baking Soda 1/2 teaspoons Salt 2 whole Granny Smith Apples 3 whole Ripe Bananas 4 whole Eggs 1/3 cups Vegetable Oil 1/4 cups Sugar 1/2 cups Chopped Walnuts (optional),"Sift dry ingredients (except sugar) together and set aside. Peel then shred the apples. Mash bananas in a large bowl. Then add 4 beaten eggs, oil, sugar, shredded apple and mix together. Add your dry ingredients until combined. Pour evenly into two greased loaf pans and bake at 350 for 50-60 minutes. Allow to cool 10 minutes before removing from the pan and cooling completely on a wire rack."
Angel Biscuits,5 c. flour 1 tsp. baking soda 3 tsp. baking powder 1 tsp. salt 3 Tbsp. sugar 3/4 c. shortening 2 c. buttermilk 1 cake yeast 1/2 c. water (lukewarm),Dissolve yeast in warm water. Sift dry ingredients together. Cut in shortening. Add buttermilk and yeast; work together with large spoon until flour is moist. Cover bowl and put in refrigerator until ready to use. Take out as needed. (Can either drop them or roll biscuits.) Roll on floured board until 1/2-inch thick. Cut out biscuits and bake at 400° for 12 minutes. Dough will keep for several weeks.
Sauteed Radishes,"4 bunches radishes, washed & quartered 2 tablespoons butter, unsalted salt",Heat butter in fry pan. Add radishes and salt. Saute until crispy.
Grandma Engwalls Hotdish,"1 pound Ground Beef 1 cup Diced Celery 1/2 cups Minced Or Coarse Chopped Onion 3/4 cups Uncooked Uncle Bens Rice 1- 1/2 cup Hot Water 1 can Cream Of Mushroom Soup 1 pinch Garlic Powder, To Taste Salt And Pepper, to taste Soy Sauce, to taste","Set oven to 325 degrees . Spray casserole dish with nonstick cooking spray. Place raw rice in dish; add water and mix. Add can of mushroom soup and mix well. Add garlic powder, salt and pepper to taste and mix well again. Brown beef , celery and onion; drain fat, if any, and add to casserole dish. Yes, mix again. Throw in soy sauce; mix for the last time. Bake for 30 -40 minutes. Note: Recipe is easily doubled. We live on this. And the husband adds Tabasco to his (we live in Texas). LOL."
Squash Casserole,"3 or 4 yellow squash, cooked, or 1 (16 oz.) pkg. 1/2 stick margarine 1 egg 1 Tbsp. sugar 2 oz. grated cheese (I use more) 1/2 c. chopped onion 1/3 c. mayonnaise 7 crackers 1/4 tsp. Tabasco sauce salt and pepper to taste","Cook squash until tender; drain well. Saute onion in margarine. Beat egg. Mix squash, onion, egg, sugar, mayonnaise, crackers and 1/2 of cheese. Put in greased baking dish. Sprinkle cracker crumbs on top. Sprinkle rest of cheese on top; dot with margarine. Bake at 375° for 20 minutes."
Chickpea Veggie Burger Patties,"2 (15 ounce) cans chickpeas, drained and rinsed (garbanzo beans) 3 large eggs (make it vegan ( skip it) 12 teaspoon sea salt 13 cup chopped fresh cilantro 1 small red onion, chopped 1 tablespoon crushed garlic 14 cup grated parmesan cheese 1 tablespoon ground black pepper 2 tablespoons cumin 4 slices whole wheat bread, toasted, cooled and processed into bread crumbs 12 cup of chopped pistachio nutmeats (optional)","Toast the 4 slices of bread. In a large bowl, put the onion, cilantro and pistachio and toss together. In a food processor, process the chick peas, eggs, salt, pepper, crushed garlic, cumin and parmesan cheese until it forms a thick but chunky paste (like a slightly chunky hummus). place the processed chick pea paste in the bowl with the onions and cilantro and mix together until evenly distributed. Process the bread until you have coarse bread crumbs. Mix the bread crumbs with the chick pea paste and distribute evenly. Let the mixture sit for a few minutes and then form patties from the mix (use 3/4 of a cup of mix for each pattie). Bake under the broiler on low on a greased baking sheet until golden brown, and then flip them over to brown the other side OR cook them on the skillet at low-medium heat until both sides are golden brown. Serve on whole wheat buns with some curry yogurt sauce, alfalfa sprouts, a tomato slice and some crushed avocado."
Pork Chop Marinade(Fulton County Fair Butterfly Pork Chop),10 oz. water 5 oz. soy sauce 1 Tbsp. orange juice concentrate 1 Tbsp. honey,Mix all together and marinate pork chops overnight or at least 6 hours.
Strawberry Cake-Pie,"1 baked pie crust 3 egg yolks 1 c. granulated sugar 1/4 c. orange juice 2 Tbsp. lemon juice 1 tsp. grated orange rind 1 c. strawberries 3 egg whites, beaten 1/4 tsp. salt","Beat yolks. Add sugar and beat for 1 minute. Add juices, rind, berries, whites and salt. Pour into baked shell and bake for 30 minutes in slow oven at 350°. Cool and serve plain or topped with whipped or ice cream."
Pepperoni Rolls,"8 oz Crescent rolls 12 slice Pepperoni, or as many as you like 1/2 cup Shredded mozzarella 1 dash Italian seasonings, Plain oregano will also work 1 cup Marinara for dipping",Open up crescents and use a pizza cutter for exact pieces. Add as many slices of pepperoni on the wide end. Add shredded mozzarella and seasonings on top. Roll wide side towards the point of the crescent. Bake at 375F for 9 mins. Serve with a side of warm marinara for dipping. Enjoy as a quick appetizer. They will love them.
Crispy Kinako and Salt Cookies,100 grams Flour (or strong bread flour) 30 grams Kinako 40 grams Sugar 50 grams Vegetable oil 1 1/4 tsp Salt 1 A durable plastic bag,"Combine all of the ingredients except for the vegetable oil in a plastic bag. Give the bag a good shake to evenly mix the ingredients, then add the vegetable oil. Massage the contents in the bag from the outside until you get an even consistency. Shape the dough into a log inside the bag. Chill in the freezer for about 15-20 minutes to make slicing easy. Cut open the bag and slice into 1 cm thicknesses. No need to dirty up your cutting board. Arrange the cookies on a baking sheet and bake in oven preheated to 170 C for 15 minutes. Then they're ready! When they first come out of the oven, they are surprisingly hot and fragile. Be patient enough not to touch them until after they cool down. I tried them using strong bread flour. While they turned out a bit light tasting, they were crisp and crumbly. Give it a try."
Pineapple Sweet Ribs,2 slabs baby back ribs Dry Rub 2 tablespoons packed dark brown sugar 2 tablespoons paprika 1 tablespoon garlic salt 1 1/2 teaspoons onion salt 1 1/2 teaspoons chili powder 3/4 teaspoon black pepper 1/2 teaspoon cayenne pepper 1/4 teaspoon dried oregano 1/4 teaspoon ground cumin liquid seasoning 1 cup pineapple juice 1 tablespoon dry rub seasonings 1 1/2 teaspoons balsamic vinegar 1 1/2 teaspoons minced garlic 1 1/2 cups bottled barbecue sauce (your favorite),"Remove membrane from back of ribs. In a small bowl, combine dry rub ingredients and mix well. Set aside 1 tbsp of the rub for liquid seasoning mixture and apply remaining rub generously to front and back of ribs. Pat gently to ensure that rub adheres to meat. Build a fire (a combination of charcoal and wood) for indirect cooking by situating the coals on only one side of the grill, leaving the other side void. When coals register 250 degrees , place slabs meat side up on grill over empty space. Close the cover, and cook with indirect heat for 21/2 hours, adding coals as needed to maintain 250 degrees . Cut 2 pieces of foil large enough to wrap each slab of ribs completely and stack them to create a double layer. Remove ribs from grill. Place each slab, meat side down, on a doubled foil square. In a small bowl, combine liquid seasoning ingredients, including reserved tbsp dry rub. Pour 1/2 cup of the liquid over each slab, then tightly wrap and seal foil. Place wrapped slabs back on grill, close the lid and cook over indirect heat for 1 hour. Remove ribs from grill, unwrap and discard foil and liquid. Brush barbecue sauce on both sides of ribs. Return ribs to grill for 15 minutes or until sauce caramelizes. Remove ribs from grill, cut and serve with additional sauce, if desired."
Peppermint Rice Recipe,2 c. uncooked rice 4 c. water 1/2 teaspoon salt 2 tbsp. butter 2 tbsp. firmly packed crushed peppermint,"In a large heavy saucepan combine rice, water, salt, butter and peppermint. Bring to a quick boil over high heat. Cover and simmer off liquid, about 12 to 15 min. Serve while still hot."
Chocolate Caramels,2 c. cocoa (go easy) 2 c. sugar 1 c. butter 2 c. white sugar 2 c. chopped walnuts,"Mix sugar, butter and syrup. Boil until crack stage when dropped in water, then add chocolate, then nuts and vanilla. Pour into buttered 9 x 13-inch pan."
Cook The Book: Daddy'S Mother'S Blueberry Meringue Pie,"One 9-inch single , rolled out, fitted into a pie plate, edge trimmed and crimped, and partially prebaked (see note) 3/4 cup sugar 1/4 cup all-purpose flour 1/4 teaspoon ground cinnamon 2 teaspoons grated lemon rind 4 1/2 cups fresh blueberries, picked over 1 tablespoon fresh lemon juice 2 tablespoons unsalted butter, cut into small pieces 3 large egg whites, at room temperature 1/4 teaspoon cream of tartar 1/3 cup sugar","Preheat the oven to 350° F. Prepare the pie crust and partially prebake. Set aside on a wire rack. Make the filling. Combine the sugar, flour, cinnamon, and lemon rind in a large bowl. Gently stir in the blueberries and lemon juice until the berries are well coated. Pour the filling into the pie crust, dot with the butter, place in the oven, and bake for 30 minutes. Meanwhile, make the meringue. In a medium-sized bowl using an electric mixer, beat together egg whites and cream of tartar until soft peaks form when the beaters are raised. Gradually add the sugar, beating well after each addition. Continue to beat until shiny, stiff peaks form when the beaters are raised. Take the pie out of the oven. Mound the meringue in the center of the pie, then spread it evenly around the edge of the inner crust, sealing the meringue to the crust. Use a spoon to create a design of peaks and valleys all over the meringue. Put the pie back in the oven and bake until the meringue is nicely browned, another 10 to 15 minutes. Let cool on a wire rack before serving. Note: To partially prebake pie crust, fit the crust into the pie plate and refrigerate for 30 minutes. Remove crust from refrigerator and line it with parchment or wax paper. Fill crust with pie weights or dried beans and bake at 425°F until the top edges start turning light brown, eight to ten minutes. Take the crust out of the oven and remove the paper and pie weights. Reduce the oven temperature to 350°F, return the crust to the oven, and bake until it just starts to turn golden brown, another five minutes. Let cool completely on a wire rack."
Crouton Chicken Parmesan,"2 Tablespoons Olive Oil 2 cloves Garlic, Crushed 1 teaspoon Red Pepper Flakes 30 ounces, weight Chicken Breasts, Boneless And Skinless 24 ounces, fluid Prego Spaghetti Sauce 1/4 cups Basil, Chopped 8 ounces, weight Mozzarella, Shredded 4 ounces, weight Parmesan Cheese, Grated 5 ounces, weight Croutons, Garlic Flavored",Preheat oven to 350 degrees F. Place olive oil and garlic on the bottom of a 9 x13 baking dish. Add red pepper flakes. Add chicken breasts in a single layer. Top with spaghetti sauce. Sprinkle with chopped basil. Add half the mozzarella and half the parmesan cheese. Layer with croutons. Top with remaining cheeses. Bake for 40 minutes. (Recipe from Food Wishes Chef John.)
